"","probability_first_option_wins","size","probability"
"75",0.26,308,0.362438741484514
"76",0.26,312,0.363391186946485
"77",0.26,316,0.364336660783599
"78",0.26,320,0.365275308501622
"79",0.26,324,0.366207270567888
"80",0.26,328,0.367132682649929
"81",0.26,332,0.368051675839893
"82",0.26,336,0.368964376865866
"83",0.26,340,0.369870908290741
"84",0.26,344,0.370771388699897
"85",0.26,348,0.371665932877997
"86",0.26,352,0.372554651976782
"87",0.26,356,0.373437653671889
"88",0.26,360,0.374315042312845
"89",0.26,364,0.375186919063549
"90",0.26,368,0.376053382036506
"91",0.26,372,0.376914526418752
"92",0.26,376,0.377770444592459
"93",0.26,380,0.378621226248132
"94",0.26,384,0.379466958492748
"95",0.26,388,0.380307725951784
"96",0.26,392,0.381143610867682
"97",0.26,396,0.38197469319057
"98",0.26,400,0.38280105066827
"99",0.26,404,0.383622758928477
"100",0.26,408,0.384439891559444
"101",0.26,412,0.385252520184444
"102",0.26,416,0.386060714536353
"103",0.26,420,0.386864542524996
"104",0.26,424,0.387664070303236
"105",0.26,428,0.388459362329611
"106",0.26,432,0.389250481429294
"107",0.26,436,0.390037488850447
"108",0.26,440,0.390820444318809
"109",0.26,444,0.391599406090631
"110",0.26,448,0.392374431002881
"111",0.26,452,0.393145574519916
"112",0.26,456,0.393912890780689
"113",0.26,460,0.394676432642448
"114",0.26,464,0.395436251722078
"115",0.26,468,0.396192398437095
"116",0.26,472,0.396944922043566
"117",0.26,476,0.397693870674531
"118",0.26,480,0.398439291373702
"119",0.26,484,0.399181230131768
"120",0.26,488,0.399919731917225
"121",0.26,492,0.400654840708967
"122",0.26,496,0.401386599526492
"123",0.26,500,0.402115050458811
"124",0.26,504,0.402840234692158
"125",0.26,508,0.403562192537348
"126",0.26,512,0.40428096345549
"127",0.26,516,0.404996586082835
"128",0.26,520,0.405709098254792
"129",0.26,524,0.406418537029106
"130",0.26,528,0.407124938708272
"131",0.26,532,0.407828338860384
"132",0.26,536,0.408528772340859
"133",0.26,540,0.409226273310382
"134",0.26,544,0.409920875257167
"135",0.26,548,0.410612611013042
"136",0.26,552,0.41130151277164
"137",0.26,556,0.41198761210685
"138",0.26,560,0.412670939988401
"139",0.26,564,0.413351526798852
"140",0.26,568,0.414029402347997
"141",0.26,572,0.414704595889365
"142",0.26,576,0.415377136133068
"143",0.26,580,0.416047051261419
"144",0.26,584,0.416714368942183
"145",0.26,588,0.417379116340587
"146",0.26,592,0.41804132013312
"147",0.26,596,0.418701006519996
"148",0.26,600,0.419358201235987
"149",0.26,604,0.42001292956365
"150",0.26,608,0.420665216342094
"151",0.26,612,0.421315085980473
"152",0.26,616,0.421962562466399
"153",0.26,620,0.422607669377057
"154",0.26,624,0.423250429888803
"155",0.26,628,0.423890866787568
"156",0.26,632,0.424529002475545
"157",0.26,636,0.425164858984229
"158",0.26,640,0.425798457978529
"159",0.26,644,0.42642982076908
"160",0.26,648,0.427058968318732
"161",0.26,652,0.427685921249577
"162",0.26,656,0.428310699853131
"163",0.26,660,0.428933324095381
"164",0.26,664,0.42955381362606
"165",0.26,668,0.430172187783788
"166",0.26,672,0.430788465604296
"167",0.26,676,0.431402665827302
"168",0.26,680,0.432014806902312
"169",0.26,684,0.432624906994202
"170",0.26,688,0.433232983990999
"171",0.26,692,0.433839055509375
"172",0.26,696,0.434443138899186
"173",0.26,700,0.435045251250904
"174",0.26,704,0.435645409399575
"175",0.26,708,0.436243629931982
"176",0.26,712,0.436839929189296
"177",0.26,716,0.437434323274168
"178",0.26,720,0.438026828056278
"179",0.26,724,0.43861745917345
"180",0.26,728,0.439206232040999
"181",0.26,732,0.439793161852477
"182",0.26,736,0.440378263586833
"183",0.26,740,0.440961552010922
"184",0.26,744,0.441543041685217
"185",0.26,748,0.442122746965482
"186",0.26,752,0.442700682010316
"187",0.26,756,0.443276860780297
"188",0.26,760,0.44385129704866
"189",0.26,764,0.444424004396518
"190",0.26,768,0.444994996224422
"191",0.26,772,0.445564285749674
"192",0.26,776,0.446131886013729
"193",0.26,780,0.446697809885269
"194",0.26,784,0.447262070059621
"195",0.26,788,0.447824679067397
"196",0.26,792,0.448385649273254
"197",0.26,796,0.448944992882752
"198",0.26,800,0.449502721939499
"199",0.26,804,0.450058848336184
"200",0.26,808,0.450613383809905
"201",0.26,812,0.451166339948943
"202",0.26,816,0.451717728195456
"203",0.26,820,0.452267559845272
"204",0.26,824,0.452815846054878
"205",0.26,828,0.453362597839374
"206",0.26,832,0.453907826078275
"207",0.26,836,0.454451541515212
"208",0.26,840,0.454993754763373
"209",0.26,844,0.455534476305802
"210",0.26,848,0.456073716497721
"211",0.26,852,0.456611485568508
"212",0.26,856,0.457147793625427
"213",0.26,860,0.457682650653632
"214",0.26,864,0.458216066520292
"215",0.26,868,0.458748050975066
"216",0.26,872,0.459278613651336
"217",0.26,876,0.459807764072476
"218",0.26,880,0.460335511647278
"219",0.26,884,0.460861865676732
"220",0.26,888,0.4613868353545
"221",0.26,892,0.461910429767652
"222",0.26,896,0.462432657900019
"223",0.26,900,0.462953528632059
"224",0.26,904,0.46347305074324
"225",0.26,908,0.463991232916641
"226",0.26,912,0.464508083733595
"227",0.26,916,0.465023611682378
"228",0.26,920,0.465537825156066
"229",0.26,924,0.466050732455463
"230",0.26,928,0.466562341787688
"231",0.26,932,0.46707266127256
"232",0.26,936,0.467581698939164
"233",0.26,940,0.468089462730161
"234",0.26,944,0.468595960502996
"235",0.26,948,0.469101200028474
"236",0.26,952,0.469605188995741
"237",0.26,956,0.470107935011781
"238",0.26,960,0.470609445602245
"239",0.26,964,0.471109728213155
"240",0.26,968,0.471608790212596
"241",0.26,972,0.472106638891392
"242",0.26,976,0.472603281463157
"243",0.26,980,0.473098725069481
"244",0.26,984,0.473592976773865
"245",0.26,988,0.474086043571597
"246",0.26,992,0.474577932382316
"247",0.26,996,0.475068650057649
"248",0.26,1000,0.475558203379132
