"","probability_first_option_wins","size","probability"
"1",0.3,12,0.310113778405499
"2",0.3,28,0.394903191444978
"3",0.3,44,0.452157994620228
"4",0.3,60,0.496897560403639
"5",0.3,76,0.534047107093822
"6",0.3,92,0.56594689275239
"7",0.3,108,0.593933378827632
"8",0.3,124,0.618858663991635
"9",0.3,140,0.641307177287595
"10",0.3,156,0.661701045929613
"11",0.3,172,0.680357139610034
"12",0.3,188,0.697520511449373
"13",0.3,204,0.713385240039696
"14",0.3,220,0.728108063786336
"15",0.3,236,0.741817655899925
"16",0.3,252,0.754621139844442
"17",0.3,268,0.766608790449969
"18",0.3,284,0.77785750340964
"19",0.3,300,0.788433405686878
"20",0.3,316,0.798393852509627
"21",0.3,332,0.807788977423133
"22",0.3,348,0.816662910906192
"23",0.3,364,0.825054749362691
"24",0.3,380,0.832999333518136
"25",0.3,396,0.840527879510161
"26",0.3,412,0.847668494876764
"27",0.3,428,0.854446603724448
"28",0.3,444,0.860885299589785
"29",0.3,460,0.867005640263531
"30",0.3,476,0.87282689568473
"31",0.3,492,0.878366757617018
"32",0.3,508,0.883641518012411
"33",0.3,524,0.888666221549596
"34",0.3,540,0.893454796765895
"35",0.3,556,0.898020169342539
"36",0.3,572,0.902374360436771
"37",0.3,588,0.906528572425874
"38",0.3,604,0.910493264002416
"39",0.3,620,0.914278216218161
"40",0.3,636,0.917892590810875
"41",0.3,652,0.921344981908687
"42",0.3,668,0.924643462047897
"43",0.3,684,0.927795623259764
"44",0.3,700,0.930808613904993
"45",0.3,716,0.933689171783584
"46",0.3,732,0.936443654009968
"47",0.3,748,0.939078064031069
"48",0.3,764,0.941598076155046
"49",0.3,780,0.944009057859305
"50",0.3,796,0.946316090148582
"51",0.3,812,0.94852398616873
"52",0.3,828,0.950637308278094
"53",0.3,844,0.952660383720512
"54",0.3,860,0.95459731906889
"55",0.3,876,0.956452013543237
"56",0.3,892,0.958228171322776
"57",0.3,908,0.959929312955836
"58",0.3,924,0.961558785926122
"59",0.3,940,0.963119774490611
"60",0.3,956,0.964615308823539
"61",0.3,972,0.966048273534608
"62",0.3,988,0.967421415625487
"63",0.3,1004,0.968737351919411
"64",0.3,1020,0.969998576019647
"65",0.3,1036,0.971207464807341
"66",0.3,1052,0.972366284556402
"67",0.3,1068,0.973477196659504
"68",0.3,1084,0.974542263008452
"69",0.3,1100,0.975563451058987
"70",0.3,1116,0.976542638590062
"71",0.3,1132,0.977481618189349
"72",0.3,1148,0.978382101486922
"73",0.3,1164,0.97924572313872
"74",0.3,1180,0.980074044595244
"75",0.3,1196,0.980868557655532
"76",0.3,1212,0.981630687834028
"77",0.3,1228,0.98236179753031
"78",0.3,1244,0.983063189053262
"79",0.3,1260,0.983736107450546
"80",0.3,1276,0.984381743222627
"81",0.3,1292,0.985001234873377
"82",0.3,1308,0.985595671335331
"83",0.3,1324,0.9861660942676
"84",0.3,1340,0.986713500244606
"85",0.3,1356,0.98723884282677
"86",0.3,1372,0.987743034522436
"87",0.3,1388,0.988226948668774
"88",0.3,1404,0.988691421198923
"89",0.3,1420,0.989137252339774
"90",0.3,1436,0.989565208217642
"91",0.3,1452,0.989976022380574
"92",0.3,1468,0.990370397265452
"93",0.3,1484,0.990749005574679
"94",0.3,1500,0.991112491597296
"95",0.3,1516,0.991461472467832
"96",0.3,1532,0.991796539361934
"97",0.3,1548,0.992118258630813
"98",0.3,1564,0.992427172906121
"99",0.3,1580,0.992723802114196
"100",0.3,1596,0.993008644482888
"101",0.3,1612,0.993282177471253
